Identifier A,Identifier B,Species A,Species B,Positive interaction
B6SJJ1,A0A1D6GV28,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6GXC6,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6H141,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6HR58,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6I7P1,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6IIS3,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6IK54,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6IQ85,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6ISR3,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6JDE4,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6JH51,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6JSI9,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6LBD6,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6LKV8,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6LZ47,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6M3Z4,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6M5T1,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6MPB2,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6MUI8,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6MZR2,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6N949,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6NC50,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6NDL3,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6NXP1,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6P636,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6PJG6,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6PK18,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1D6QTN7,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A1Q0ZG94,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,A0A3L6E9W8,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,B4FY36,Zea mays (Maize),Zea mays (Maize),1
B6SJJ1,B4F9A4,Zea mays (Maize),Zea mays (Maize),1
B6UF43,B4FED9,Zea mays (Maize),Zea mays (Maize),1
B6UF43,B4FSG3,Zea mays (Maize),Zea mays (Maize),1
B6UF43,A0A1D6I3Z8,Zea mays (Maize),Zea mays (Maize),1
B6UF43,A0A1D6IKJ1,Zea mays (Maize),Zea mays (Maize),1
B6UF43,A0A1D6N3C4,Zea mays (Maize),Zea mays (Maize),1
B6UF44,A0A1D6HCT4,Zea mays (Maize),Zea mays (Maize),1
B6UF44,A0A1D6KX11,Zea mays (Maize),Zea mays (Maize),1
B6UF55,A0A1D6K5R3,Zea mays (Maize),Zea mays (Maize),1
B6UF55,A0A1D6M0X9,Zea mays (Maize),Zea mays (Maize),1
B6UF55,A0A1D6GYL1,Zea mays (Maize),Zea mays (Maize),1
B6UF55,A0A1D6GL75,Zea mays (Maize),Zea mays (Maize),1
C0P4E4,B4FZU8,Zea mays (Maize),Zea mays (Maize),1
C0P4E4,A0A1D6LCL9,Zea mays (Maize),Zea mays (Maize),1
B6UFA9,B4F829,Zea mays (Maize),Zea mays (Maize),1
B6UFA9,A0A1D6PZJ5,Zea mays (Maize),Zea mays (Maize),1
C0P764,A0A1D6HV16,Zea mays (Maize),Zea mays (Maize),1
B4FW98,A0A1D6MZ39,Zea mays (Maize),Zea mays (Maize),1
B6UFQ3,B6U5G7,Zea mays (Maize),Zea mays (Maize),1
B6UFQ3,A0A1D6KRZ6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6P951,A0A1D6GKM3,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,B4FT32,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,B6U466,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,B6T790,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,B4FVN7,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6FES4,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6FPS6,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6GDI9,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6GE13,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6GRS0,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6J431,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6KUA8,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6L157,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6MLL0,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,A0A1D6NAX4,Zea mays (Maize),Zea mays (Maize),1
B6UFQ5,B6SPI4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6LFB2,A0A1D6ERY1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6LFB2,A0A1D6EX60,Zea mays (Maize),Zea mays (Maize),1
A0A1D6LFB2,A0A1D6KVM0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6LFB2,A0A1D6LF73,Zea mays (Maize),Zea mays (Maize),1
B6T362,A0A1D6J5J3,Zea mays (Maize),Zea mays (Maize),1
B6T362,A0A1D6N3D5,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FDE1,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FKP4,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6DZ79,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FZN6,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6TLN0,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6SLF6,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6TQ75,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6UI06,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,C4J306,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6SJZ5,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FCP0,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6T8E4,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6SLW1,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6STA5,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6EBG0,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6FDY7,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6FR00,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6G673,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6GWB6,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6GWK9,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6H8P3,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6IGR9,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6K089,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6KIE4,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6LIJ2,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6MYY4,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6Q9Q2,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,A0A1D6QNM8,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FEJ6,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FLL1,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FN02,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FVX7,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FZQ3,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6SI77,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6SIZ2,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B6SL97,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,C4J434,Zea mays (Maize),Zea mays (Maize),1
C4JAE2,B4FK49,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,B4FE45,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6MHD3,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6Q7L2,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6GKL5,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6KTF9,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6EPY4,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6FHP1,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6FPC6,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6HEC3,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6IQ85,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6M2S2,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6M4H0,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6MUI8,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6PGR9,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A0A1D6Q677,Zea mays (Maize),Zea mays (Maize),1
B4FLA3,A4L9Q6,Zea mays (Maize),Zea mays (Maize),1
B6UG62,B6TSH5,Zea mays (Maize),Zea mays (Maize),1
B6UG62,A0A1D6ECQ6,Zea mays (Maize),Zea mays (Maize),1
B6UG62,A0A1D6EWY9,Zea mays (Maize),Zea mays (Maize),1
B6UG62,A0A1D6KV46,Zea mays (Maize),Zea mays (Maize),1
B6UG62,A0A1D6MSB1,Zea mays (Maize),Zea mays (Maize),1
B6UGA2,B6TB55,Zea mays (Maize),Zea mays (Maize),1
B6UGA2,A0A1D6EJX1,Zea mays (Maize),Zea mays (Maize),1
B6UGA2,A0A1D6EU55,Zea mays (Maize),Zea mays (Maize),1
B6UGA2,A0A1D6HXR0,Zea mays (Maize),Zea mays (Maize),1
B6UGA2,A0A1D6P5F4,Zea mays (Maize),Zea mays (Maize),1
B6UGA2,A0A1D6Q9Y4,Zea mays (Maize),Zea mays (Maize),1
B6UGA4,A0A1D6GPK2,Zea mays (Maize),Zea mays (Maize),1
B6UGF3,A0A1D6H4F5,Zea mays (Maize),Zea mays (Maize),1
B6TTP4,B6TRI4,Zea mays (Maize),Zea mays (Maize),1
B6TTP4,B6SS88,Zea mays (Maize),Zea mays (Maize),1
B6TTP4,A0A1D6H7I7,Zea mays (Maize),Zea mays (Maize),1
B6TTP4,B4FSN1,Zea mays (Maize),Zea mays (Maize),1
B6TTP4,A0A1D6J5J3,Zea mays (Maize),Zea mays (Maize),1
B6TTP4,A0A1D6LVT8,Zea mays (Maize),Zea mays (Maize),1
B6TTP4,A0A1D6PS68,Zea mays (Maize),Zea mays (Maize),1
B6UGS9,A0A1D6E4R8,Zea mays (Maize),Zea mays (Maize),1
B6UGU4,B4FZ84,Zea mays (Maize),Zea mays (Maize),1
B6UGY1,A0A1D6NLC2,Zea mays (Maize),Zea mays (Maize),1
B6UGY1,B4FDE3,Zea mays (Maize),Zea mays (Maize),1
B6UGZ9,B4F8M1,Zea mays (Maize),Zea mays (Maize),1
B6UGZ9,A0A1D6HV16,Zea mays (Maize),Zea mays (Maize),1
B6SHX0,A0A1D6LCL9,Zea mays (Maize),Zea mays (Maize),1
B6SHX0,A0A1D6MNG2,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6K1Z7,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6JYV4,Zea mays (Maize),Zea mays (Maize),1
B6UH04,B4G194,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6FJF0,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6FQ43,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6H6Y0,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6L157,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6LAP1,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6LBF1,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6LKV8,Zea mays (Maize),Zea mays (Maize),1
B6UH04,A0A1D6N5V0,Zea mays (Maize),Zea mays (Maize),1
B6UH04,B6TA00,Zea mays (Maize),Zea mays (Maize),1
B6UH04,B6TGT9,Zea mays (Maize),Zea mays (Maize),1
B6UH67,A0A1D6QGI3,Zea mays (Maize),Zea mays (Maize),1
B6UH67,A0A1D6EK57,Zea mays (Maize),Zea mays (Maize),1
B6UH67,A0A1D6GIP8,Zea mays (Maize),Zea mays (Maize),1
B6UH67,A0A1D6JSP0,Zea mays (Maize),Zea mays (Maize),1
B6UH99,B6UH99,Zea mays (Maize),Zea mays (Maize),1
B6UH99,A0A1D6HG08,Zea mays (Maize),Zea mays (Maize),1
B6UH99,A0A1D6ID94,Zea mays (Maize),Zea mays (Maize),1
B6UH99,A0A1D6MCG8,Zea mays (Maize),Zea mays (Maize),1
B6UHE2,B4FG01,Zea mays (Maize),Zea mays (Maize),1
B6UHE2,B6TCC2,Zea mays (Maize),Zea mays (Maize),1
B6UHE2,A0A1D6JMS0,Zea mays (Maize),Zea mays (Maize),1
B6UHF8,A0A096QUD1,Zea mays (Maize),Zea mays (Maize),1
B6UHF8,A0A1D6FQD5,Zea mays (Maize),Zea mays (Maize),1
B6UHG1,B4FV08,Zea mays (Maize),Zea mays (Maize),1
B6UHG1,A0A1D6KNM6,Zea mays (Maize),Zea mays (Maize),1
B6UHG1,A0A1D6I5M5,Zea mays (Maize),Zea mays (Maize),1
B6UHG1,A0A1D6J209,Zea mays (Maize),Zea mays (Maize),1
B6UHG1,A0A1D6L3L6,Zea mays (Maize),Zea mays (Maize),1
B6UHG1,A0A1D6N6G2,Zea mays (Maize),Zea mays (Maize),1
B6UHG1,A0A1D6PTR0,Zea mays (Maize),Zea mays (Maize),1
B6UHG1,B6STH7,Zea mays (Maize),Zea mays (Maize),1
B6U8I2,A0A1D6IPQ7,Zea mays (Maize),Zea mays (Maize),1
B6U8I2,A0A1D6ISZ5,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,B6SGH3,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6JSN1,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,B6UHJ4,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6I6M5,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6EJX1,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6I2X6,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6LKF6,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6FPC6,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6IJX7,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6K6V9,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6LZ86,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6M4K4,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6M815,Zea mays (Maize),Zea mays (Maize),1
B6UHJ4,A0A1D6QCR7,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B4G051,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B4FQJ2,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B6SHQ4,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B4FS58,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B4FQ61,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B6SGV9,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B6TTP0,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6GFC7,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6H2E4,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6H575,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6H9Q8,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6HD63,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6I9Y0,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6JQ16,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6K1V4,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6LT50,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6MLL0,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,A0A1D6MNE3,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B4FLL1,Zea mays (Maize),Zea mays (Maize),1
B6UHJ5,B6TW91,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,B4FID1,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,B6SJ93,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,B6T9V9,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,A0A1D6MR04,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,B4FJ27,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,A0A1D6E7T1,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,A0A1D6KIP3,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,A0A1D6LKR2,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,B4FJR6,Zea mays (Maize),Zea mays (Maize),1
B6UHM3,A6XER2,Zea mays (Maize),Zea mays (Maize),1
B6UHQ8,B4G0W3,Zea mays (Maize),Zea mays (Maize),1
B6UHQ8,A0A1D6FHM9,Zea mays (Maize),Zea mays (Maize),1
B6UHQ8,A0A1D6HXP2,Zea mays (Maize),Zea mays (Maize),1
B6UHQ8,A0A1D6I5M5,Zea mays (Maize),Zea mays (Maize),1
B6UHQ8,A0A1D6Q4C3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6NAI3,A0A1D6GCZ4,Zea mays (Maize),Zea mays (Maize),1
B6UGJ4,A0A1D6LX59,Zea mays (Maize),Zea mays (Maize),1
B6UGJ4,A0A1D6NM01,Zea mays (Maize),Zea mays (Maize),1
B6UGJ4,B4G0W0,Zea mays (Maize),Zea mays (Maize),1
B6UI23,A0A1D6MCV6,Zea mays (Maize),Zea mays (Maize),1
B6UI23,A0A1D6NXP1,Zea mays (Maize),Zea mays (Maize),1
B6UI35,A0A1D6J431,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6QNV1,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A096TSS0,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6EK73,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6F0G6,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6G9Y9,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6GPH0,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6ID51,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6JH51,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6LZ86,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6NCY3,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6PTR0,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6PZ66,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6Q353,Zea mays (Maize),Zea mays (Maize),1
B4FRQ7,A0A1D6QCI5,Zea mays (Maize),Zea mays (Maize),1
K7TJQ7,K7TJQ7,Zea mays (Maize),Zea mays (Maize),1
K7TJQ7,A0A1D6KTY2,Zea mays (Maize),Zea mays (Maize),1
K7TJQ7,C0PHL6,Zea mays (Maize),Zea mays (Maize),1
B6UIB8,A0A1D6KDZ4,Zea mays (Maize),Zea mays (Maize),1
B6UIB8,A0A1R3MBN3,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,B4FMX3,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,B4FVV5,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,B4FLE3,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,B4G0Z5,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6E587,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6FBR8,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6GD78,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6GPI2,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6H2S6,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6HEC3,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6HFT3,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6HV16,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6HXP2,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6JXL2,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6LAM6,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6LWT4,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6MW79,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6NM62,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,A0A1D6QN83,Zea mays (Maize),Zea mays (Maize),1
B4G0Z5,B4FDE3,Zea mays (Maize),Zea mays (Maize),1
B6T144,A0A096PXB1,Zea mays (Maize),Zea mays (Maize),1
B6T144,A0A1D6LEU6,Zea mays (Maize),Zea mays (Maize),1
B6T144,A0A1D6EK57,Zea mays (Maize),Zea mays (Maize),1
B6T144,A0A1D6GA59,Zea mays (Maize),Zea mays (Maize),1
B6T144,A0A1D6GPK2,Zea mays (Maize),Zea mays (Maize),1
B6T144,A0A1D6HEC3,Zea mays (Maize),Zea mays (Maize),1
B6T144,A0A1D6PUQ1,Zea mays (Maize),Zea mays (Maize),1
B6T144,A0A1D6PZ66,Zea mays (Maize),Zea mays (Maize),1
B6UIE1,A0A1D6EH82,Zea mays (Maize),Zea mays (Maize),1
B6UIE1,A0A1D6N645,Zea mays (Maize),Zea mays (Maize),1
B6UIE1,A0A1D6N6M3,Zea mays (Maize),Zea mays (Maize),1
B6UIE1,A0A1D6NRU4,Zea mays (Maize),Zea mays (Maize),1
B6UIE1,B6SRA7,Zea mays (Maize),Zea mays (Maize),1
B6U7I7,A0A1D6H8P4,Zea mays (Maize),Zea mays (Maize),1
B6UIJ6,B6UDY1,Zea mays (Maize),Zea mays (Maize),1
B6UIJ6,B4FZZ2,Zea mays (Maize),Zea mays (Maize),1
B6UIJ6,A0A1D6HEQ5,Zea mays (Maize),Zea mays (Maize),1
B6UIJ6,A0A1D6KYT6,Zea mays (Maize),Zea mays (Maize),1
B6UIJ6,A0A1D6MVL2,Zea mays (Maize),Zea mays (Maize),1
B6UIJ6,A0A1D6P3R8,Zea mays (Maize),Zea mays (Maize),1
B6UIJ6,B4F892,Zea mays (Maize),Zea mays (Maize),1
J7LC26,B6TE36,Zea mays (Maize),Zea mays (Maize),1
J7LC26,B4FI81,Zea mays (Maize),Zea mays (Maize),1
J7LC26,C0PHS3,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6K232,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6HKR9,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6IXM2,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6ECN6,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6JYV4,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6E6G8,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6FCB8,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6FJM7,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6GYM3,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6I348,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6ILX8,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6J661,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6J9B4,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6KQD7,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6KV46,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6KVM0,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6MHQ1,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6MPM7,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6MUI8,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6NMW9,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6NZP1,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6QCR7,Zea mays (Maize),Zea mays (Maize),1
B4FX20,A0A1D6QMU5,Zea mays (Maize),Zea mays (Maize),1
B4FX20,Q8H1L5,Zea mays (Maize),Zea mays (Maize),1
B6SXM5,A0A096PXB1,Zea mays (Maize),Zea mays (Maize),1
B6SXM5,A0A1D6FSK0,Zea mays (Maize),Zea mays (Maize),1
B6SXM5,A0A1D6H1J1,Zea mays (Maize),Zea mays (Maize),1
B6SXM5,A0A1D6N869,Zea mays (Maize),Zea mays (Maize),1
B6SXM5,A0A1D6PWG8,Zea mays (Maize),Zea mays (Maize),1
B6SXM5,B4FFG3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6GDM3,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6E8C4,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6ECV0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6ECX6,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6ED46,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6EGA7,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6ETX0,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6EWY9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6EZ89,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6FHP1,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6FS55,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6G3W9,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6GCY8,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6GD53,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A1D6H591,Zea mays (Maize),Zea mays (Maize),1
A0A1D6H7I7,A0A060D8P6,Zea mays (Maize),Zea mays (Maize),1
B4G263,A0A1D6IQ85,Zea mays (Maize),Zea mays (Maize),1
